index,age,gender,dominant_race
/home/spendar/Desktop/fairness/fake/2244.jpg,28,Man,white
/home/spendar/Desktop/fairness/fake/3277.jpg,34,Man,white
/home/spendar/Desktop/fairness/fake/764.jpg,31,Woman,white
/home/spendar/Desktop/fairness/fake/2188.jpg,38,Woman,white
/home/spendar/Desktop/fairness/fake/3354.jpg,25,Man,white
/home/spendar/Desktop/fairness/fake/924.jpg,31,Woman,asian
/home/spendar/Desktop/fairness/fake/2766.jpg,25,Man,asian
/home/spendar/Desktop/fairness/fake/890.jpg,28,Man,asian
/home/spendar/Desktop/fairness/fake/3116.jpg,38,Man,white
/home/spendar/Desktop/fairness/fake/121.jpg,29,Woman,white
/home/spendar/Desktop/fairness/fake/720.jpg,32,Woman,white
/home/spendar/Desktop/fairness/fake/3447.jpg,26,Man,white
/home/spendar/Desktop/fairness/fake/2145.jpg,45,Woman,white
/home/spendar/Desktop/fairness/fake/681.jpg,32,Woman,white
/home/spendar/Desktop/fairness/fake/3043.jpg,48,Man,white
/home/spendar/Desktop/fairness/fake/3156.jpg,31,Man,white
/home/spendar/Desktop/fairness/fake/589.jpg,37,Woman,asian
/home/spendar/Desktop/fairness/fake/3117.jpg,40,Man,white
/home/spendar/Desktop/fairness/fake/497.jpg,34,Woman,asian
/home/spendar/Desktop/fairness/fake/2182.jpg,43,Man,white
/home/spendar/Desktop/fairness/fake/811.jpg,28,Man,asian
/home/spendar/Desktop/fairness/fake/3456.jpg,34,Man,white
/home/spendar/Desktop/fairness/fake/546.jpg,35,Woman,asian
/home/spendar/Desktop/fairness/fake/1981.jpg,32,Woman,white
/home/spendar/Desktop/fairness/fake/551.jpg,34,Woman,white
/home/spendar/Desktop/fairness/fake/1890.jpg,31,Woman,white
/home/spendar/Desktop/fairness/fake/1878.jpg,33,Woman,white
/home/spendar/Desktop/fairness/fake/3493.jpg,26,Man,white
/home/spendar/Desktop/fairness/fake/895.jpg,29,Man,asian
/home/spendar/Desktop/fairness/fake/3319.jpg,37,Man,white
/home/spendar/Desktop/fairness/fake/2166.jpg,40,Woman,white
/home/spendar/Desktop/fairness/fake/2848.jpg,23,Man,asian
/home/spendar/Desktop/fairness/fake/1269.jpg,39,Man,asian
/home/spendar/Desktop/fairness/fake/2753.jpg,28,Woman,white
/home/spendar/Desktop/fairness/fake/124.jpg,34,Woman,white
/home/spendar/Desktop/fairness/fake/2385.jpg,31,Woman,white
/home/spendar/Desktop/fairness/fake/3145.jpg,34,Man,white
/home/spendar/Desktop/fairness/fake/2014.jpg,36,Woman,white
/home/spendar/Desktop/fairness/fake/2807.jpg,29,Man,asian
/home/spendar/Desktop/fairness/fake/1803.jpg,29,Woman,white
/home/spendar/Desktop/fairness/fake/199.jpg,32,Woman,white
/home/spendar/Desktop/fairness/fake/343.jpg,33,Man,asian
/home/spendar/Desktop/fairness/fake/2437.jpg,34,Woman,white
/home/spendar/Desktop/fairness/fake/3518.jpg,28,Man,white
/home/spendar/Desktop/fairness/fake/3473.jpg,27,Man,white
/home/spendar/Desktop/fairness/fake/2155.jpg,41,Woman,white
/home/spendar/Desktop/fairness/fake/2823.jpg,26,Man,asian
/home/spendar/Desktop/fairness/fake/800.jpg,35,Woman,white
/home/spendar/Desktop/fairness/fake/1889.jpg,32,Woman,white
/home/spendar/Desktop/fairness/fake/1398.jpg,41,Man,white
/home/spendar/Desktop/fairness/fake/3205.jpg,33,Man,white
/home/spendar/Desktop/fairness/fake/3120.jpg,38,Man,white
/home/spendar/Desktop/fairness/fake/3217.jpg,33,Man,white
/home/spendar/Desktop/fairness/fake/2662.jpg,26,Woman,white
/home/spendar/Desktop/fairness/fake/3042.jpg,44,Man,white
/home/spendar/Desktop/fairness/fake/2122.jpg,36,Man,white
/home/spendar/Desktop/fairness/fake/3381.jpg,26,Man,white
/home/spendar/Desktop/fairness/fake/2962.jpg,30,Man,middle eastern
/home/spendar/Desktop/fairness/fake/1432.jpg,46,Man,latino hispanic
/home/spendar/Desktop/fairness/fake/2866.jpg,31,Man,asian
/home/spendar/Desktop/fairness/fake/1021.jpg,47,Man,white
/home/spendar/Desktop/fairness/fake/1081.jpg,50,Man,white
/home/spendar/Desktop/fairness/fake/2940.jpg,29,Man,middle eastern
/home/spendar/Desktop/fairness/fake/819.jpg,25,Man,asian
/home/spendar/Desktop/fairness/fake/2246.jpg,31,Man,white
